Scenario_ID,Scenario,Method,Caliper,Max_Abs_SMD,Retention,N_Matched,RMSE,Meets_Threshold
14,"n=500, prev=0.7, high, strong",ACS-Weighted,0.661,0.10863991953499032,0.9852592642243081,147.23,0.2757440804822885,No
15,"n=500, prev=0.7, medium, weak",Fixed-0.1,0.1,0.10423439272796557,0.8016027792604815,119.587,0.18913996138255074,No
15,"n=500, prev=0.7, medium, weak",Fixed-0.2,0.2,0.10229879647601857,0.8204372047674211,122.392,0.18543323277321508,No
15,"n=500, prev=0.7, medium, weak",Fixed-0.5,0.5,0.12108368023570376,0.8662840024597177,129.245,0.18443998861845837,No
15,"n=500, prev=0.7, medium, weak",No Caliper,None,0.6016395502761449,1.0,149.371,0.46784690753506614,No
15,"n=500, prev=0.7, medium, weak",ACS-Balance,0.365,0.093069372864045,0.8442057629637478,125.985,0.1845622258497166,Yes
15,"n=500, prev=0.7, medium, weak",ACS-Knee,0.678,0.1515823393700208,0.899123201089515,134.188,0.19774595589988772,No
15,"n=500, prev=0.7, medium, weak",ACS-Weighted,0.896,0.1875693223435084,0.9387337915648208,140.145,0.21044658151818244,No
16,"n=500, prev=0.7, medium, strong",Fixed-0.1,0.1,0.10678429831105171,0.7992027895724741,119.804,0.21910388768309597,No
16,"n=500, prev=0.7, medium, strong",Fixed-0.2,0.2,0.10330296940986304,0.8179682547427933,122.613,0.21718019763865137,No
16,"n=500, prev=0.7, medium, strong",Fixed-0.5,0.5,0.1245097368230449,0.8636737675119509,129.478,0.2572888093335523,No
16,"n=500, prev=0.7, medium, strong",No Caliper,None,0.601436775946059,1.0,150.092,1.4794132540487241,No
16,"n=500, prev=0.7, medium, strong",ACS-Balance,0.358,0.0932799251816231,0.8403665694248347,126.004,0.2401088673626047,Yes
16,"n=500, prev=0.7, medium, strong",ACS-Knee,0.662,0.1501674631191123,0.8931537658970833,133.925,0.38585733266980327,No
16,"n=500, prev=0.7, medium, strong",ACS-Weighted,0.911,0.1901861029135239,0.9387279023532596,140.828,0.4763771718917502,No
17,"n=500, prev=0.7, low, weak",Fixed-0.1,0.1,0.12338904224711147,0.624833245904513,93.507,0.21453922034061054,No
