scenario_id,n,treatment_prevalence,overlap_name,confounding_name,method,mean_caliper,mean_n_matched,mean_retention,mean_max_smd,sd_max_smd,mean_mean_smd,mean_att,sd_att,mean_bias,mean_abs_bias,mean_mse,coverage_rate,mean_ci_width,rmse
14,500,0.7,high,strong,ACS-Balance,0.43485,144.73,0.9686086008100053,0.08747623125956215,0.015853142279177973,0.047327730290029214,0.5688091153518487,0.14440670230416103,0.0688091153518487,0.1282843523296734,0.05247192913598862,0.952,0.6435831615172247,0.2290675209102954
14,500,0.7,high,strong,ACS-Knee,0.52725,146.172,0.9782322747432319,0.0989826548150013,0.03577928473589536,0.051713805989834334,0.6003154416715615,0.15415906473298466,0.10031544167156153,0.1465430400133899,0.060585274641821944,0.912,0.6421051833418205,0.24614076184537567
14,500,0.7,high,strong,ACS-Weighted,0.6607000000000001,147.23,0.9852592642243081,0.10863991953499032,0.040646365013134456,0.05834065638507828,0.6440461963525439,0.168749976176194,0.14404619635254395,0.1770283563940635,0.07603479792102279,0.841,0.6429345742581368,0.2757440804822885
14,500,0.7,high,strong,Fixed-0.1,0.1,138.963,0.9304020809605625,0.09699427530653583,0.03503008181849585,0.04726121261378346,0.4990069574644637,0.1373697259506159,-0.0009930425355363101,0.11036223148018141,0.04662237824948285,0.985,0.6538642945719684,0.21592215784741234
14,500,0.7,high,strong,Fixed-0.2,0.2,141.893,0.949975677575626,0.09454589763417574,0.03265973337937717,0.04595725431389188,0.5082936350975072,0.13400576331904682,0.008293635097507251,0.10755918074885129,0.04513835755964561,0.986,0.646228358217127,0.21245789596916753
14,500,0.7,high,strong,Fixed-0.5,0.5,145.266,0.9723884126552081,0.10268457095747865,0.030973904431341206,0.04942243549320914,0.5807688952550267,0.1357149617793017,0.0807688952550267,0.1288861536875414,0.05171046187523788,0.957,0.6422654563882018,0.22739934449166269
14,500,0.7,high,strong,No Caliper,inf,149.45,1.0,0.3890060202900713,0.07883350962007989,0.21582222387034902,1.3275723405514905,0.23056617760958323,0.8275723405514903,0.8275723405514904,0.77542709960627,0.029,0.7621061491592711,0.8805833859472196
15,500,0.7,medium,weak,ACS-Balance,0.36519999999999997,125.985,0.8442057629637478,0.093069372864045,0.015505504028131528,0.051922510352210266,0.5209207674690297,0.12863701301767436,0.02092076746902962,0.10311883397736946,0.0340632152106018,0.948,0.5159525417858086,0.1845622258497166
15,500,0.7,medium,weak,ACS-Knee,0.67815,134.188,0.899123201089515,0.1515823393700208,0.07172344995615423,0.08461865447398377,0.5728646440854109,0.1330516936289212,0.07286464408541102,0.11980205820811897,0.03910346307476034,0.885,0.500658619502066,0.19774595589988772
15,500,0.7,medium,weak,ACS-Weighted,0.89615,140.145,0.9387337915648208,0.1875693223435084,0.06588120441109531,0.10927263706751564,0.6107360475867442,0.128830838483477,0.11073604758674416,0.13722835875912195,0.044287763672689,0.85,0.49027534235741876,0.21044658151818244
15,500,0.7,medium,weak,Fixed-0.1,0.1,119.587,0.8016027792604815,0.10423439272796557,0.03755402143006566,0.05116138028983225,0.4979207834414415,0.1337090290035933,-0.0020792165585585545,0.10589241415476806,0.035773924991792785,0.947,0.5284948588462708,0.18913996138255074
15,500,0.7,medium,weak,Fixed-0.2,0.2,122.392,0.8204372047674211,0.10229879647601857,0.034888883106514765,0.05002824488903582,0.5023861796167272,0.130061352209334,0.0023861796167271095,0.10295000638714367,0.03438548381672536,0.95,0.5220708951434145,0.18543323277321508
15,500,0.7,medium,weak,Fixed-0.5,0.5,129.245,0.8662840024597177,0.12108368023570376,0.03188646959279136,0.05828428805274625,0.5370995165313168,0.12671578759593985,0.03709951653131682,0.10443239002767711,0.034018109401577054,0.941,0.5086259884246278,0.18443998861845837
15,500,0.7,medium,weak,No Caliper,inf,149.371,1.0,0.6016395502761449,0.08747978898575327,0.37264784601209777,0.9308720213098296,0.13246563373238512,0.43087202130982954,0.4308720213098296,0.21888072889012472,0.078,0.49415437430748615,0.46784690753506614
16,500,0.7,medium,strong,ACS-Balance,0.35769999999999996,126.004,0.8403665694248347,0.0932799251816231,0.016698110274564144,0.051399790094025684,0.5909863195198933,0.14736408195935538,0.09098631951989332,0.1403555919304133,0.05765226818615289,0.938,0.6554873258079812,0.2401088673626047
16,500,0.7,medium,strong,ACS-Knee,0.6617999999999999,133.925,0.8931537658970833,0.1501674631191123,0.07141725983608849,0.08278800489295188,0.7542986641753026,0.23992228317713093,0.25429866417530256,0.2739661370071134,0.14888588117505525,0.663,0.6439226192562362,0.38585733266980327
16,500,0.7,medium,strong,ACS-Weighted,0.9107000000000001,140.828,0.9387279023532596,0.1901861029135239,0.06677971822171329,0.11070887993024714,0.897874192377045,0.2065344938208811,0.397874192377045,0.3997309196388372,0.22693520989958213,0.365,0.6354503297589571,0.4763771718917502
16,500,0.7,medium,strong,Fixed-0.1,0.1,119.804,0.7992027895724741,0.10678429831105171,0.04040473564651608,0.052471211384146774,0.510087519031965,0.13830964230147846,0.010087519031965036,0.10962153507222984,0.04800651359784673,0.98,0.6688537504200098,0.21910388768309597
16,500,0.7,medium,strong,Fixed-0.2,0.2,122.613,0.8179682547427933,0.10330296940986304,0.038108088160884575,0.05074269455633497,0.5276212319933498,0.1350862553889428,0.027621231993349694,0.1098305582079307,0.047167238246363666,0.98,0.6615705700670645,0.21718019763865137
16,500,0.7,medium,strong,Fixed-0.5,0.5,129.478,0.8636737675119509,0.1245097368230449,0.03363982368628455,0.0587540994033663,0.6435516310903047,0.1361003425450628,0.14355163109030464,0.1638028270648823,0.06619753140827704,0.908,0.6484416790008822,0.2572888093335523
16,500,0.7,medium,strong,No Caliper,inf,150.092,1.0,0.601436775946059,0.08716757089394149,0.3706576466068565,1.9500177034578654,0.2160016603792531,1.4500177034578654,1.4500177034578656,2.188663576255035,0.0,0.7836455395731132,1.4794132540487241
17,500,0.7,low,weak,ACS-Balance,0.28175,98.975,0.6611760493470528,0.09996001434060463,0.02347353856814712,0.056024263840228475,0.5202863167256777,0.14711443727805823,0.02028631672567772,0.11922950722575282,0.0434894256456561,0.946,0.5793783148396118,0.20854118453115228
17,500,0.7,low,weak,ACS-Knee,0.71465,116.064,0.7753128534282326,0.2111937694048655,0.12197382789222214,0.1198031498260008,0.6128796080188159,0.16902095040806359,0.11287960801881591,0.16107463906390126,0.05996092060174009,0.801,0.5390346411733855,0.2448691907973318
17,500,0.7,low,weak,ACS-Weighted,1.09185,132.454,0.8838450837584753,0.30233431244654185,0.11417594395165233,0.18782376001740664,0.7034145922363707,0.15492852942557447,0.20341459223637065,0.2159558374296017,0.08176728214502992,0.624,0.5052980811481049,0.2859497895523442
17,500,0.7,low,weak,Fixed-0.1,0.1,93.507,0.624833245904513,0.12338904224711147,0.04403606384373437,0.060139866263674846,0.4981386409692607,0.1527375879424314,-0.0018613590307393186,0.12155522470698531,0.04602707706435704,0.946,0.5965991995104342,0.21453922034061054
17,500,0.7,low,weak,Fixed-0.2,0.2,96.24,0.6431067193523811,0.1199984916426151,0.04151137354283921,0.05879271379845124,0.5061905169488689,0.15072252134945718,0.00619051694886883,0.12130326416037734,0.04476456478781896,0.941,0.5873492849094869,0.21157638050552563
17,500,0.7,low,weak,Fixed-0.5,0.5,106.812,0.7136529424611722,0.15239887233743088,0.038984033428101264,0.0727702807868308,0.5549436676792033,0.13968199614012214,0.05494366767920339,0.12050262783911347,0.042500299811764466,0.935,0.5590428420529336,0.2061560084299375
17,500,0.7,low,weak,No Caliper,inf,149.903,1.0,0.7747263797513292,0.08573890942328304,0.4985205799990398,1.070277187504304,0.1275175372395323,0.570277187504304,0.570277187504304,0.357196348849376,0.007,0.4947525893724686,0.5976590573641263
18,500,0.7,low,strong,ACS-Balance,0.2739,98.379,0.6572707395118603,0.10084932795279433,0.022987393716619616,0.05663914265783498,0.5831515121212729,0.16858350557933982,0.08315151212127297,0.15355677511852772,0.06956009190437533,0.951,0.7314613343283026,0.2637424726970901
18,500,0.7,low,strong,ACS-Knee,0.69265,114.737,0.7670080802974658,0.20512311525846239,0.11980077935668254,0.1164241805188459,0.877158155878256,0.3599022908495768,0.3771581558782559,0.39603729902827,0.3024588954186754,0.576,0.6927127405676933,0.5499626309292981
18,500,0.7,low,strong,ACS-Weighted,1.09555,132.444,0.8844233489612784,0.30466322692959874,0.1102057760382607,0.18970413531065075,1.1966430882718302,0.30864281731982984,0.6966430882718303,0.697047407501987,0.6081907819520032,0.112,0.6567575464593299,0.7798658743348135
18,500,0.7,low,strong,Fixed-0.1,0.1,93.094,0.6220208918178656,0.12522371133444143,0.04312481142321515,0.06166349693298767,0.5134118608983965,0.16440164813107647,0.013411860898396548,0.12944837745906523,0.06311391555068356,0.975,0.7496405651161246,0.251224830680973
18,500,0.7,low,strong,Fixed-0.2,0.2,95.796,0.6400996553989258,0.12113873398344778,0.04167642300347508,0.06007486660447811,0.5397624735653611,0.16265465756839378,0.039762473565361146,0.13407771325590637,0.06287536900576028,0.975,0.7383526255286854,0.25074961416871666
18,500,0.7,low,strong,Fixed-0.5,0.5,106.494,0.7115298498133216,0.1522108911292483,0.03982843201051859,0.0726726610110961,0.7029525866088577,0.15741591830102827,0.2029525866088577,0.2167144653996328,0.09787404382221127,0.813,0.7059739404566953,0.31284827604161614
18,500,0.7,low,strong,No Caliper,inf,149.852,1.0,0.7784343936296507,0.08911587130229925,0.49859664522429165,2.4165676771566305,0.2141512709581938,1.9165676771566307,1.9165676771566307,3.7580363728198702,0.0,0.7786563052492463,1.9385655451441073
19,1000,0.3,high,weak,ACS-Balance,1.43565,298.707,0.997241214428314,0.06806352195003086,0.018971531571298828,0.03314283527779227,0.5128019964175663,0.08509276864056776,0.012801996417566339,0.06899594889889545,0.014585074725338126,0.95,0.3332876743083446,0.1207686827175743
19,1000,0.3,high,weak,ACS-Knee,0.9085,295.505,0.986661385333755,0.06127214209542916,0.02063660101709621,0.03135594337192147,0.5065554937957251,0.08537412544351128,0.006555493795725105,0.06871480057024684,0.014582354530654307,0.948,0.33492652010515017,0.1207574201887996
19,1000,0.3,high,weak,ACS-Weighted,1.08385,296.883,0.991241938554071,0.062312034005188595,0.020704264779659785,0.031609400911905415,0.5089432459204546,0.0851673780249787,0.008943245920454588,0.06867742146572521,0.014551056504914926,0.948,0.33415766866085767,0.12062776009242203
19,1000,0.3,high,weak,Fixed-0.1,0.1,284.575,0.9503567317271246,0.06646003575217777,0.02329872004597733,0.032451088766515916,0.49641830153491967,0.08716317494717099,-0.0035816984650803158,0.07025868633070803,0.015129018123153447,0.948,0.3411097850737809,0.12300007367133341
19,1000,0.3,high,weak,Fixed-0.2,0.2,288.205,0.9624549727972507,0.06475302685340742,0.022524137336496677,0.03158316236096236,0.49703916615019295,0.08656790313029163,-0.002960833849807072,0.06973450394145712,0.01492666322950954,0.949,0.3389332581859803,0.12217472418429902
19,1000,0.3,high,weak,Fixed-0.5,0.5,292.604,0.9770918222433496,0.06398202335406618,0.021930262450894442,0.03110416930636716,0.5005893371219898,0.08558372817918147,0.0005893371219897798,0.06877098448412931,0.0146398163853215,0.949,0.33641976566248216,0.12099510893140061
19,1000,0.3,high,weak,No Caliper,inf,299.538,1.0,0.06990928732126285,0.021650569133957964,0.03358759258848793,0.5147318833755054,0.08544929848609209,0.01473188337550537,0.06950092119970032,0.01468225494198386,0.947,0.33290132441859693,0.12117035504604193
20,1000,0.3,high,strong,ACS-Balance,1.45075,298.617,0.9970140821645866,0.06740469382581772,0.019841464799248424,0.03247264549749178,0.5518997851575917,0.09570483362993507,0.05189978515759176,0.08693524200241848,0.023878600971870716,0.951,0.42995697410157674,0.15452702343561373
20,1000,0.3,high,strong,ACS-Knee,0.91285,295.348,0.9861826533143758,0.0605058851357494,0.020522219294158473,0.030386592287358453,0.5313750834265973,0.09241450222573352,0.03137508342659735,0.07683849307173202,0.021576911767919742,0.968,0.43037498598933627,0.14689081580520869
20,1000,0.3,high,strong,ACS-Weighted,1.10685,296.846,0.9911891484291847,0.06152674997884714,0.020985127720056222,0.03075382207164618,0.5394488235980097,0.09343423332873481,0.03944882359800972,0.0806068656667772,0.02231164219972925,0.96,0.4299227872004984,0.14937082111218794
20,1000,0.3,high,strong,Fixed-0.1,0.1,284.48,0.9501048696838017,0.06576633069707229,0.023360213131446286,0.0315032504846803,0.49728257237722634,0.09141240284216551,-0.0027174276227736258,0.07240640044134476,0.020777184282532668,0.982,0.4367871438087889,0.14414293004699422
20,1000,0.3,high,strong,Fixed-0.2,0.2,288.028,0.9619281474264765,0.06386019317998036,0.0226511411955849,0.030756019380021572,0.49971686023539064,0.08995120582644854,-0.00028313976460937767,0.07121168323286702,0.020338957217512128,0.982,0.43384367378603583,0.14261471599211678
20,1000,0.3,high,strong,Fixed-0.5,0.5,292.311,0.9761862819190548,0.06334193524874936,0.02225277237193039,0.03038449334221586,0.5120091637505703,0.08969502819347054,0.012009163750570241,0.07113211058345266,0.020275428741667354,0.976,0.4309737257020143,0.14239181416664146
20,1000,0.3,high,strong,No Caliper,inf,299.515,1.0,0.06928332991996652,0.022694612734451756,0.03303055882528498,0.5584706056468665,0.09832692661673748,0.058470605646866465,0.09127798747005055,0.025125131616051507,0.935,0.4301990182383067,0.15850909001079877
21,1000,0.3,medium,weak,ACS-Balance,0.93075,273.108,0.9102366978098733,0.09005111991336281,0.009324183894907993,0.04768534911010832,0.5437012933526179,0.08554903025323894,0.043701293352617854,0.07725137802477212,0.017045854316064552,0.925,0.3478249612054771,0.13055977296267235
21,1000,0.3,medium,weak,ACS-Knee,0.7195,266.871,0.8893843133834106,0.0789825493511155,0.027875909281458507,0.0416699546224579,0.5334985656694106,0.086760395606529,0.03349856566941059,0.07461286412011515,0.01664454418954814,0.934,0.35176850768540785,0.12901373643743574
21,1000,0.3,medium,weak,ACS-Weighted,0.99885,276.253,0.9205189533978576,0.09030248075284907,0.032296792888459505,0.050748965989398334,0.5503738462916847,0.08619559911586146,0.0503738462916847,0.08015962130323191,0.017694069018049298,0.915,0.3458063852433127,0.13301905509380713
21,1000,0.3,medium,weak,Fixed-0.1,0.1,245.434,0.817987537115533,0.07064154062021129,0.025436525573960804,0.0352165819796102,0.501653965054028,0.08892948132456897,0.0016539650540279972,0.07057159660337581,0.016556267769839834,0.958,0.3659323871662617,0.1286711613759658
21,1000,0.3,medium,weak,Fixed-0.2,0.2,248.886,0.8295024587221871,0.06946490381820955,0.024819014678748058,0.03445800594819076,0.5041908121298582,0.0886480475506802,0.004190812129858131,0.06994831999503764,0.01639200551851401,0.957,0.3631874638605812,0.12803126773766638
21,1000,0.3,medium,weak,Fixed-0.5,0.5,259.373,0.8643877030169793,0.07327998303459929,0.022750587092426357,0.03524984051621802,0.5182690022723981,0.08621501362226325,0.01826900227239805,0.06997087622259202,0.01596281605142012,0.956,0.3562458902969495,0.12634403844827868
21,1000,0.3,medium,weak,No Caliper,inf,300.256,1.0,0.16747132818201008,0.03754071935909351,0.09601400629014668,0.6115463425333357,0.08348533698151175,0.11154634253333577,0.119569934458056,0.026614687745193853,0.747,0.3338019764770223,0.1631400862608386
22,1000,0.3,medium,strong,ACS-Balance,0.92945,272.691,0.9100909429991861,0.0898557166630084,0.00973199364990662,0.048247015723601606,0.6485713189796961,0.10403738166143792,0.14857131897969614,0.15656804131931876,0.0455071403206998,0.751,0.44137344765357467,0.21332402659030184
22,1000,0.3,medium,strong,ACS-Knee,0.7315,266.6,0.889989656943821,0.07898227796824822,0.028683557347110835,0.04163190182092424,0.611479976170393,0.11603874182775936,0.11147997617039301,0.1311518393001392,0.038695160663965465,0.839,0.4447542830761904,0.19671085548074224
22,1000,0.3,medium,strong,ACS-Weighted,0.98725,275.19,0.9185416139973138,0.08863683752244995,0.030439022243028312,0.049991957171769255,0.6652372413653482,0.1191981295885732,0.16523724136534826,0.17278089578728265,0.05410890522336432,0.684,0.4411760835862665,0.23261320947737324
22,1000,0.3,medium,strong,Fixed-0.1,0.1,244.5,0.8161791436002668,0.0708351142683887,0.027075892633840193,0.0345262848449633,0.5028208760937273,0.09759334309753555,0.002820876093727299,0.07864340167038728,0.023138746022511907,0.984,0.4585667453914498,0.15211425318658311
22,1000,0.3,medium,strong,Fixed-0.2,0.2,247.94,0.8276592333721249,0.06971157324096099,0.026373120797686334,0.034036524853515125,0.5114799136692105,0.09594498448961053,0.011479913669210503,0.07734263183229308,0.02276502685432147,0.986,0.4555269908293678,0.1508808366039951
22,1000,0.3,medium,strong,Fixed-0.5,0.5,258.502,0.8628793017215505,0.07211227022285673,0.023008103969438698,0.03474037755916109,0.5576064743378882,0.09345058936137618,0.05760647433788822,0.08778939941547202,0.025031527338637925,0.96,0.4478068217286283,0.15821354979469338
22,1000,0.3,medium,strong,No Caliper,inf,299.731,1.0,0.1673540677948808,0.03576284097099991,0.09626700907459636,0.8765447218600777,0.11996900457153278,0.37654472186007776,0.37654472186007776,0.16896018813356328,0.1,0.4444711851669177,0.41104767136375225
23,1000,0.3,low,weak,ACS-Balance,0.5062,213.1,0.7109783949075514,0.0917704671307967,0.011187078459678052,0.050179919044173085,0.5374721427879711,0.09720770071229062,0.03747214278797105,0.08400242881293186,0.020867889907608548,0.946,0.3939396768738659,0.14445722518312662
23,1000,0.3,low,weak,ACS-Knee,0.58105,218.861,0.7302821433936726,0.10540114380152317,0.04064409004472734,0.05644790199171652,0.5488669405593746,0.09991274884904851,0.04886694055937455,0.08918289535250415,0.02213543428961309,0.912,0.3889170478382292,0.14877981815291041
23,1000,0.3,low,weak,ACS-Weighted,0.9126000000000001,240.502,0.802465838646173,0.13876496374483321,0.05670937552606963,0.08613799191277247,0.5898975141241132,0.10159728394623196,0.08989751412411315,0.11034428551261757,0.027333429149817654,0.812,0.3718441907555164,0.16532824667859286
23,1000,0.3,low,weak,Fixed-0.1,0.1,190.275,0.6348563987682343,0.08626094909922431,0.03028187236280567,0.04244626569970002,0.5061074124571852,0.10284748804419279,0.006107412457185126,0.08218757614826257,0.021784055625281497,0.958,0.4164533925528455,0.14759422625997773
23,1000,0.3,low,weak,Fixed-0.2,0.2,194.563,0.6491669630833299,0.08379758944557526,0.02888378900278201,0.041503481064256664,0.5107767935411399,0.10031693750622349,0.01077679354113999,0.0804995591104917,0.021087366821280484,0.962,0.4115011393861989,0.1452148987579459
23,1000,0.3,low,weak,Fixed-0.5,0.5,212.745,0.7098223172844879,0.09805484852557969,0.025256948796251733,0.04660295352982875,0.5357936938337926,0.09498224719209765,0.03579369383379269,0.08052274688795336,0.020263102719395285,0.944,0.3930958152965359,0.14234852552589114
23,1000,0.3,low,weak,No Caliper,inf,299.859,1.0,0.3299627808282497,0.0456297695377618,0.20894919335951972,0.7385257937634099,0.08447114975677744,0.23852579376340982,0.23867275097501334,0.07137324490701383,0.214,0.3370920003075601,0.2671577154173426
24,1000,0.3,low,strong,ACS-Balance,0.5075999999999999,213.187,0.7110277839386543,0.09160961723607795,0.010654402497468185,0.049636862624730875,0.6220383119190405,0.11783407246540968,0.12203831191904042,0.14291836135037686,0.04442666943064183,0.846,0.49233668576030376,0.21077634931519673
24,1000,0.3,low,strong,ACS-Knee,0.58775,219.154,0.730976873305479,0.10521835390571528,0.03942302094459248,0.056564246703270635,0.6595854322341514,0.14727183566403984,0.15958543223415136,0.1774344895835373,0.06253635507186715,0.708,0.4881462453337301,0.2500726995732784
24,1000,0.3,low,strong,ACS-Weighted,0.9262999999999999,241.618,0.8058002495142028,0.14018935087324347,0.05395483533719973,0.08736771075607191,0.8024630260113745,0.16925600133868826,0.3024630260113745,0.3047188604287183,0.13449456251342407,0.366,0.471778721145463,0.3667350031199968
24,1000,0.3,low,strong,Fixed-0.1,0.1,190.304,0.6347212295526667,0.0862490723037907,0.03030205375046091,0.04210101742764245,0.5047872317010296,0.11640111722776834,0.00478723170102957,0.09299889023127268,0.03077964821595017,0.973,0.5165735281506006,0.1754412956403086
24,1000,0.3,low,strong,Fixed-0.2,0.2,194.483,0.6486575378086586,0.08393442772621146,0.02900749103438694,0.040823658113722606,0.520713355909392,0.11408651785524997,0.020713355909391974,0.09207467095712368,0.030316220007133292,0.963,0.5114831280807312,0.17411553637494068
24,1000,0.3,low,strong,Fixed-0.5,0.5,212.592,0.7090158526284888,0.09802607893912167,0.026295560954874543,0.04596613920431952,0.6146493451752438,0.10864406060238928,0.11464934517524382,0.1306333880147732,0.04056221969419803,0.885,0.4919106458366303,0.20140064472140606
24,1000,0.3,low,strong,No Caliper,inf,300.008,1.0,0.33095447172141806,0.04432508353758326,0.20913204915597586,1.2884262640137818,0.1250752299507188,0.7884262640137819,0.7884262640137819,0.6512197367529196,0.0,0.464776887760144,0.8069818689121333
25,1000,0.5,high,weak,ACS-Balance,0.96785,417.675,0.8560173172216982,0.0848855369785392,0.010107125451097515,0.047338979789768615,0.5499465051178865,0.07108812595322603,0.04994650511788648,0.07006207268965157,0.012647701837164403,0.894,0.2806734976681714,0.11246200174798776
25,1000,0.5,high,weak,ACS-Knee,0.6005,400.768,0.8213853206773423,0.0549020961268446,0.021570990691058483,0.02957173683735788,0.5234313703465161,0.07451299892996859,0.023431370346516146,0.06296913740711252,0.011410897758918225,0.931,0.2864058725345405,0.10682180376177058
25,1000,0.5,high,weak,ACS-Weighted,0.9695499999999999,418.513,0.8577417473647945,0.0821157708682542,0.036274204954524075,0.05009214068149518,0.5510326304339069,0.07756171824369751,0.051032630433906885,0.07491894530836055,0.013719710470708833,0.869,0.28067131774254617,0.11713116780220725
25,1000,0.5,high,weak,Fixed-0.1,0.1,379.176,0.7771222531779878,0.04562143420630146,0.016198355084280643,0.022350721905893173,0.5002808350345956,0.07384419243455094,0.0002808350345956964,0.05937309538286222,0.011039683434614044,0.956,0.2938405583304087,0.10506989785192543
25,1000,0.5,high,weak,Fixed-0.2,0.2,384.233,0.7874853476126887,0.04398977513143909,0.015478207743231632,0.021636723661670236,0.5020377176670135,0.07372903164006671,0.00203771766701358,0.05942328994479617,0.010960421537633226,0.953,0.29207692608709296,0.10469203187269424
25,1000,0.5,high,weak,Fixed-0.5,0.5,395.713,0.8110120218694765,0.05024129217495075,0.01430672117215936,0.023654870935703273,0.5148927419479017,0.0723415729337283,0.014892741947901605,0.05943911273652945,0.010823366851865,0.948,0.2880132972608627,0.10403541152831088
25,1000,0.5,high,weak,No Caliper,inf,488.088,1.0,0.3122426356827111,0.0561627054031734,0.19535912913919387,0.729902935016813,0.07850252537876563,0.22990293501681297,0.229927177028705,0.06366276235503883,0.11,0.2678468250037657,0.252314808037576
26,1000,0.5,high,strong,ACS-Balance,0.96685,417.187,0.8561348175126898,0.08489035272763094,0.010286223850519484,0.04775608367465822,0.6714393178955282,0.07526370456488776,0.17143931789552824,0.1719159871047655,0.043803411827633754,0.571,0.3666252461148276,0.20929264637734826
26,1000,0.5,high,strong,ACS-Knee,0.5888,399.702,0.8202794870470882,0.05417964020057674,0.020564505376482214,0.028939548014563467,0.5772500031043648,0.09152431512744469,0.07725000310436489,0.09604457679719448,0.02328040022633333,0.874,0.37053094278936655,0.15257916052440887
26,1000,0.5,high,strong,ACS-Weighted,0.98605,418.853,0.8595686264131795,0.0828943909934826,0.03587778799342081,0.051279253945903755,0.6816851937812437,0.11995204791515161,0.1816851937812437,0.18498390415086866,0.05614798051584496,0.553,0.36688728068115367,0.23695565094727106
26,1000,0.5,high,strong,Fixed-0.1,0.1,378.921,0.7776150232107086,0.04577917150781868,0.01647972769857641,0.022577555592859816,0.5006072334655906,0.07847108233822758,0.0006072334655905821,0.06251775859604991,0.015449728379336947,0.987,0.37778361397054827,0.12429693632321331
26,1000,0.5,high,strong,Fixed-0.2,0.2,384.069,0.7881765343035462,0.04472654410826324,0.01652468821617106,0.021971759594623136,0.5070504271817026,0.07721245656229025,0.00705042718170255,0.062001970843829524,0.015179450931257539,0.984,0.37525273141998594,0.12320491439572342
26,1000,0.5,high,strong,Fixed-0.5,0.5,395.179,0.810977206791848,0.05049329075961209,0.015056021120290121,0.023756559246574434,0.5515658074173277,0.07721128202233539,0.05156580741732772,0.07538667398376812,0.017590924129030065,0.954,0.3711669452987919,0.13263078122754937
26,1000,0.5,high,strong,No Caliper,inf,487.458,1.0,0.31117505980003174,0.05667319543114295,0.19540475422979078,1.2664668893072613,0.15026123943836892,0.7664668893072614,0.7664668893072614,0.6204410567442725,0.0,0.40043151548581096,0.7876808089221626
27,1000,0.5,medium,weak,ACS-Balance,0.64435,331.384,0.6783556308986377,0.09025034044361428,0.007464668510763633,0.050044359354566484,0.5520641075205167,0.07790745085626709,0.05206410752051666,0.07629688043984714,0.015202363762408095,0.906,0.3150892280781202,0.12329786600914103
27,1000,0.5,medium,weak,ACS-Knee,0.5172,323.268,0.6617345849920928,0.07837025582285169,0.032540916865168634,0.04302203404947837,0.5386690218642887,0.08104556389570007,0.03866902186428869,0.0727154192372474,0.01464227015380396,0.919,0.31889130131699245,0.12100524845561023
27,1000,0.5,medium,weak,ACS-Weighted,0.93955,356.5,0.7297685611777172,0.13199483355773925,0.060926020304084935,0.08580758099601928,0.5972172295932021,0.08759834724984727,0.09721722959320207,0.10837414909228198,0.023141400385486097,0.742,0.30488167604200644,0.15212297783532275
27,1000,0.5,medium,weak,Fixed-0.1,0.1,298.192,0.6104084807040022,0.06114623029988713,0.022191330725761765,0.030009339218409023,0.5049139933804343,0.0812169305110028,0.004913993380434303,0.06451787632459725,0.013707921465084781,0.957,0.3311341235475002,0.11708083303890855
27,1000,0.5,medium,weak,Fixed-0.2,0.2,302.676,0.6195883263435445,0.06011872879349172,0.021205606744731095,0.02961579631484776,0.5082073365811008,0.0790293831618319,0.008207336581100847,0.06294931470842242,0.013303448633507265,0.956,0.3288459557225113,0.11534057670008098
27,1000,0.5,medium,weak,Fixed-0.5,0.5,320.447,0.6559688218107869,0.07610126619902328,0.019070547883902562,0.03655899473700169,0.5340367228081384,0.07692139330162094,0.03403672280813835,0.06722395283556447,0.013693624023743843,0.947,0.3199363699576995,0.11701975911675705
27,1000,0.5,medium,weak,No Caliper,inf,488.659,1.0,0.5235685689470796,0.054422745838910776,0.35018503270489015,0.9120632297397272,0.07318318777174582,0.41206322973972714,0.41206322973972714,0.17989927081399193,0.0,0.27076695117105687,0.4241453416153382
28,1000,0.5,medium,strong,ACS-Balance,0.6442,331.652,0.679055067277574,0.08985713597923485,0.008071832089055795,0.04951094181430247,0.6633567685510308,0.09528572293010865,0.16335676855103073,0.1672551237822296,0.04606284335098091,0.635,0.39867101664767884,0.21462256020973403
28,1000,0.5,medium,strong,ACS-Knee,0.52475,323.946,0.6632832591873239,0.07883377878485891,0.03210267285271484,0.04240865651190653,0.6250903169064511,0.11927222523333147,0.12509031690645106,0.1391048581099888,0.04035514520804294,0.747,0.40226471169227274,0.20088590096879108
28,1000,0.5,medium,strong,ACS-Weighted,0.9488,357.464,0.7319014734794845,0.13424416948369694,0.06370088824635348,0.0866225550547743,0.815020833425476,0.18913601916758202,0.31502083342547615,0.3165548254473921,0.1449308655940263,0.28,0.39181643808926486,0.38069786654777343
28,1000,0.5,medium,strong,Fixed-0.1,0.1,298.997,0.612194537134545,0.06075398692681132,0.022801064725099098,0.029870277624710066,0.5058049587273095,0.0870393402450976,0.005804958727309449,0.06915491252564393,0.018773446780069824,0.981,0.4151421589266593,0.13701622816319906
28,1000,0.5,medium,strong,Fixed-0.2,0.2,303.341,0.6210895355965954,0.059517382297104265,0.021866075422539603,0.029240683438424182,0.5176963165936354,0.08726940446468433,0.017696316593635443,0.07056710138489591,0.018943123896491824,0.977,0.4123321874952168,0.13763402158075533
28,1000,0.5,medium,strong,Fixed-0.5,0.5,320.889,0.6570119460125966,0.07556483440652498,0.018421639973681462,0.03617506007282751,0.6033232491025189,0.08736191303473308,0.1033232491025188,0.11295581751908401,0.028832264785992788,0.86,0.4030295697742375,0.16980066191270513
