scenario_id,n,treatment_prevalence,overlap_name,confounding_name,method,mean_caliper,mean_n_matched,mean_retention,mean_max_smd,sd_max_smd,mean_mean_smd,mean_att,sd_att,mean_bias,mean_abs_bias,mean_mse,coverage_rate,mean_ci_width,rmse
4,500,0.3,medium,strong,No Caliper,inf,150.158,1.0,0.18935081050849753,0.05225632601445632,0.1039203238458523,0.8838226554946118,0.1828223966133653,0.3838226554946118,0.38493765490579096,0.20703168213371362,0.369,0.6387701273559384,0.4550073429448294
5,500,0.3,low,weak,ACS-Balance,0.40735000000000005,102.691,0.6831862829227034,0.10038403355114804,0.022575729166017796,0.056977776344286746,0.5327737490602361,0.14490517170502382,0.03277374906023613,0.11970615687169796,0.04306503351209869,0.94,0.5729486939629457,0.20752116401008042
5,500,0.3,low,weak,ACS-Knee,0.6985,112.741,0.7501089972324148,0.14101157926298616,0.051228157639899186,0.07525686287424158,0.5675058243017629,0.14062538356903437,0.06750582430176297,0.1262626214896588,0.0434584010425875,0.913,0.5462334660820027,0.2084667864255299
5,500,0.3,low,weak,ACS-Weighted,1.01115,123.045,0.8181913251685541,0.16905703000437797,0.06787423290071082,0.10161555375820869,0.6043701721309996,0.13860576958315635,0.10437017213099965,0.1416928835965705,0.047688427692231625,0.853,0.5236163157581865,0.21837680209269397
5,500,0.3,low,weak,Fixed-0.1,0.1,93.75,0.6237487964199397,0.12241752736237509,0.04616187292594978,0.06017179937707476,0.5080458665668577,0.15036962543939683,0.008045866566857681,0.12120279266505497,0.04546912967595667,0.953,0.5977896418689278,0.21323491664349126
5,500,0.3,low,weak,Fixed-0.2,0.2,96.348,0.6410467653674065,0.11869959280333692,0.04253836566587154,0.058623347966807876,0.5119596025859475,0.1473392387145118,0.011959602585947514,0.11869200470474629,0.04404293058582705,0.957,0.5896878899963801,0.20986407645384916
5,500,0.3,low,weak,Fixed-0.5,0.5,105.741,0.7034330113599067,0.12688230394391103,0.038323997883893006,0.06005092632526907,0.539202211496842,0.14125545311775858,0.03920221149684197,0.11743881345705184,0.04171264984625198,0.947,0.5625864744525835,0.2042367494998194
5,500,0.3,low,weak,No Caliper,inf,150.53,1.0,0.3517086301054999,0.06238822105921396,0.2119947069577877,0.7393338515230422,0.12151581280816046,0.23933385152304223,0.241253097173913,0.08671963547550009,0.505,0.47804636732066585,0.2944819781845743
6,500,0.3,low,strong,ACS-Balance,0.4134,102.532,0.6841810442233346,0.09936034900662316,0.021168647152828242,0.056097070593624405,0.5940980474699628,0.16587940125091877,0.09409804746996278,0.15263309546686663,0.06961693604721897,0.94,0.7205141134229925,0.2638502151737212
6,500,0.3,low,strong,ACS-Knee,0.68435,111.922,0.7468273882307922,0.138424243821129,0.05052750777805449,0.07361907902054757,0.7097267972640392,0.2000390077090064,0.20972679726403917,0.2373372087764846,0.11501641245132072,0.753,0.6955138950234638,0.339140697132209
6,500,0.3,low,strong,ACS-Weighted,1.01705,122.647,0.8181001497217582,0.1694133307393746,0.06563858507565812,0.10221020566872314,0.8471907460452468,0.2196939299195589,0.34719074604524686,0.35360468421010577,0.19794175060752875,0.517,0.6740660670896704,0.44490645152383296
6,500,0.3,low,strong,Fixed-0.1,0.1,93.536,0.6241042708631085,0.12328904508871655,0.04478520376445964,0.0611969295179896,0.5067538280645658,0.16350806741368534,0.006753828064565803,0.1281143225407002,0.06263066966055014,0.977,0.7492527639514703,0.2502612028672246
6,500,0.3,low,strong,Fixed-0.2,0.2,96.16,0.6416139282745017,0.11765246900550838,0.041616826160730765,0.057923837822004706,0.5220733174315281,0.16237367814686576,0.02207331743152801,0.12780935204985533,0.06176577833081429,0.975,0.7390994469750541,0.24852721849088139
6,500,0.3,low,strong,Fixed-0.5,0.5,105.422,0.703327999695377,0.12496203263394763,0.0361132208913534,0.05956110090342104,0.6197977856991999,0.156395053069253,0.1197977856991998,0.15723300295318293,0.07096350777467525,0.936,0.7087304834077459,0.2663897666478111
