method,caliper,n_matched,retention,max_smd,mean_smd,att,se,bias,mse,coverage,ci_width,replication,scenario_id,n,treatment_prevalence,overlap_name,overlap_level,confounding_name,confounding_strength
Fixed-0.5,0.5,326,0.652,0.05759282707967387,0.025401067297618818,0.5634822908991747,0.10439734783725298,0.06348229089917468,0.014928807493259824,1.0,0.4107597329536288,51,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,500,1.0,0.4601597693918435,0.34258578177687893,1.8221764282593818,0.10988294329200651,1.3221764282593818,1.7602247686712504,0.0,0.4317804965080776,51,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,343,0.686,0.09176321942951171,0.04149867982210651,0.6185253391639396,0.10076612367624115,0.11852533916393959,0.02420206770466244,1.0,0.39639874417665677,51,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.3,313,0.626,0.04377466205180372,0.020637702300623197,0.5348275983004164,0.10704349366417859,0.034827598300416374,0.012671271139208209,1.0,0.4212368064035754,51,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,363,0.726,0.12102143146705273,0.06611654125707636,0.7263913297261348,0.09777343598352917,0.22639132972613485,0.06081267895919278,0.0,0.3845505133881344,51,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,327,0.6884210526315789,0.030537814030838367,0.013351575098505349,0.5987680868997222,0.09212344263079825,0.09876808689972216,0.018241863671981044,1.0,0.36246291345266113,52,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,329,0.6926315789473684,0.03642491618086437,0.01395119973815447,0.5915445350703838,0.09120921761726217,0.09154453507038385,0.016699523279605825,1.0,0.3588577097944823,52,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,342,0.72,0.038499247992869995,0.025172331915497673,0.6616907842891303,0.08825915940262788,0.1616907842891303,0.03393358894249254,1.0,0.3472018474110268,52,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,475,1.0,0.4885330716435314,0.2504264865648533,1.5934524885427106,0.09570240625701085,1.0934524885427106,1.2047972952636286,0.0,0.37610688932581127,52,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.8,362,0.7621052631578947,0.08838358835761888,0.0564924429619429,0.7702169442295985,0.08713649920699193,0.2702169442295985,0.08060996644283207,0.0,0.34271779983523754,52,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,342,0.72,0.038499247992869995,0.025172331915497673,0.6616907842891303,0.08825915940262788,0.1616907842891303,0.03393358894249254,1.0,0.3472018474110268,52,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,377,0.7936842105263158,0.1239549722776524,0.07960532671790825,0.8412415567716198,0.08934959654167292,0.3412415567716198,0.12442915047007835,0.0,0.3513750134193594,52,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,290,0.6092436974789915,0.042542366609899095,0.02975469394742411,0.45907870583908045,0.10088961890560143,-0.04092129416091955,0.011853267518721998,1.0,0.3971431944112097,53,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,293,0.615546218487395,0.05253478958727916,0.024145849404500107,0.5057381424561429,0.1001407676984691,0.005738142456142903,0.010061099634085741,1.0,0.3941783772434684,53,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,306,0.6428571428571429,0.1069770306524123,0.04337795844592326,0.5680365608799238,0.10053180622473767,0.06803656087992382,0.014735617679175785,1.0,0.3956474180853937,53,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,476,1.0,0.598608499314494,0.3806988201539992,1.9214398110792705,0.11035955887992766,1.4214398110792705,2.0326703687572447,0.0,0.43370661551336065,53,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,315,0.6617647058823529,0.09897589948484468,0.053700216966690216,0.6381310055796077,0.10047856399985984,0.13813100557960767,0.029176116525907535,1.0,0.3953927346097151,53,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.4,301,0.6323529411764706,0.09516853321526549,0.03212050592072813,0.5732330675718563,0.10233870157434961,0.07323306757185633,0.01583629202590786,1.0,0.4027852779934247,53,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,402,0.8445378151260504,0.24955594586485294,0.17732306197130251,1.1510904747854562,0.09649251777878298,0.6510904747854562,0.43322961234363955,0.0,0.3793887922504964,53,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,284,0.5784114052953157,0.11999183249421594,0.03650065054585641,0.6179872706701534,0.10798471032361429,0.11798727067015335,0.02558169370386692,1.0,0.42511030361615026,54,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,287,0.5845213849287169,0.1047455014598236,0.042567028484613495,0.6466882250535476,0.10694933894424967,0.14668822505354762,0.03295559646997223,1.0,0.4210153249934973,54,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,308,0.6272912423625254,0.08459021252247306,0.056098917926631214,0.7485409993416982,0.10242299147501986,0.24854099934169815,0.072263097536462,0.0,0.40307980144392985,54,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,491,1.0,0.557734495062462,0.3809844347797759,1.9851585425974236,0.09986253329964093,1.4851585425974236,2.2156684222071252,0.0,0.39242323247671007,54,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,317,0.6456211812627292,0.09304053787579682,0.0565542176950864,0.7600066891324753,0.09673455027408429,0.26000668913247527,0.07696105161036097,0.0,0.38065036223584503,54,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.7,325,0.6619144602851323,0.12071318506832657,0.06652789133897105,0.8104606297124254,0.10014445371545234,0.3104606297124254,0.10641471421140208,0.0,0.3940309256185023,54,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,345,0.7026476578411406,0.13476597456135858,0.0799651363074226,0.9169052858621636,0.09792414708394058,0.4169052858621636,0.18339915596192957,0.0,0.3852108833354242,54,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,297,0.5987903225806451,0.05385245512511255,0.026607901366802047,0.4473403097357769,0.11313772790300222,-0.052659690264223125,0.015573188453777684,1.0,0.44531252440754043,55,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,299,0.6028225806451613,0.09363392617877653,0.03852731411874968,0.4844444110983446,0.11015615664295728,-0.015555588901655426,0.012376355192425045,1.0,0.4335650503923812,55,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,320,0.6451612903225806,0.06882914016199623,0.04222468092782916,0.5624445321531685,0.1065218359472401,0.062444532153168475,0.015246221129398826,1.0,0.41914816773511526,55,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,496,1.0,0.5705375281039125,0.34562734024622377,1.7782529867071377,0.10471841730991219,1.2782529867071377,1.644896644949611,0.0,0.41149478900645775,55,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,329,0.6633064516129032,0.09497110296040231,0.0500848381095626,0.6001094237740194,0.10685364010298817,0.10010942377401943,0.021439597131625132,1.0,0.42040983984172464,55,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.9,355,0.7157258064516129,0.13795651573907192,0.07791990553012906,0.7483261153475369,0.10475902725308997,0.2483261153475369,0.07264031335461185,0.0,0.41205662188814807,55,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,405,0.8165322580645161,0.25554319906324974,0.15979539794318295,1.0338626052653757,0.09328999089197033,0.5338626052653757,0.29371230370135826,0.0,0.3667888682166015,55,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,339,0.7047817047817048,0.06422288903188612,0.03257079536817344,0.49116303886122775,0.09948434382027606,-0.008836961138772248,0.00997522654751907,1.0,0.39137286318283315,56,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,343,0.7130977130977131,0.060651302521108306,0.03272235506701881,0.5120058593070611,0.0991086494761073,0.012005859307061106,0.00996666505867885,1.0,0.3898784904696742,56,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,360,0.7484407484407485,0.05058477811766564,0.03682765393305215,0.5986299446463986,0.09610599387520301,0.09862994464639863,0.018964228039692214,1.0,0.37800292987632983,56,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,481,1.0,0.391840234102934,0.23912536116152563,1.602627557166725,0.10919603031644186,1.102627557166725,1.2277113028603288,0.0,0.4291225979714741,56,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.9,384,0.7983367983367984,0.0799836596853044,0.06470793014017247,0.753782143467251,0.09589053887296717,0.25378214346725103,0.07360037178818041,0.0,0.37707558075756675,56,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.7,371,0.7713097713097713,0.06180389375289474,0.04516015814894789,0.6705981292409829,0.09668925462016076,0.17059812924098294,0.0384525336595254,1.0,0.38025876499262545,56,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,384,0.7983367983367984,0.0799836596853044,0.06470793014017247,0.753782143467251,0.09589053887296717,0.25378214346725103,0.07360037178818041,0.0,0.37707558075756675,56,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,302,0.6088709677419355,0.042995637319430145,0.023717341001057993,0.5444020643370507,0.09739069526587445,0.04440206433705074,0.011456490841762012,1.0,0.38330572715862243,57,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,303,0.6108870967741935,0.040492633339827756,0.02128444691790494,0.5582271936959694,0.09827007478177006,0.058227193695969404,0.01304741368332262,1.0,0.38676157800516386,57,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,318,0.6411290322580645,0.10317155005447302,0.027817943570507483,0.6745176625144775,0.0939008710765837,0.17451766251447753,0.03927378811845827,1.0,0.3694953562215116,57,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,496,1.0,0.5315504308704827,0.34575157728746797,1.9656151146015328,0.10160484616371607,1.4656151146015328,2.1583512089124164,0.0,0.3992598991487466,57,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.4,311,0.6270161290322581,0.08057396278977351,0.027498853506317814,0.6228963194354276,0.09497454767094246,0.12289631943542756,0.024123670036074775,1.0,0.37375256412449054,57,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.8,339,0.6834677419354839,0.1535526456485232,0.0523381667773398,0.7643453785243359,0.09223137993633869,0.2643453785243359,0.07838510659213571,0.0,0.3628395972154126,57,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,2.0,436,0.8790322580645161,0.3441867906355065,0.21737953990868908,1.4087023728749084,0.09124731908071677,0.9087023728749084,0.8340660757079073,0.0,0.3586808799271428,57,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,283,0.5847107438016529,0.08681337469425021,0.03446058271719638,0.4833354936068202,0.11932881148989709,-0.01666450639317979,0.014517071024919725,1.0,0.46977650521870545,58,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,288,0.5950413223140496,0.06564213870977588,0.033472672474932026,0.47221961287249203,0.11686741876476173,-0.027780387127507966,0.014429743477692393,1.0,0.46005189262559676,58,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,312,0.6446280991735537,0.06615213315019218,0.030080921588408093,0.5569757656407796,0.11349785370472165,0.05697576564077955,0.016128000665931435,1.0,0.4466415510687358,58,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,484,1.0,0.626172574868836,0.3822018483901384,1.9141323308189844,0.11388851295776153,1.4141323308189844,2.012740842451264,0.0,0.4475562630366885,58,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,319,0.6590909090909091,0.0911793651553991,0.040222351291552993,0.6121999989965,0.10721495038608607,0.11219999899650002,0.0240838853611055,1.0,0.42188052595382564,58,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,1.0,351,0.7252066115702479,0.1846895417752038,0.09491283141179864,0.755261319619465,0.10698894864345347,0.25526131961946497,0.07660497642570217,0.0,0.4208442397702419,58,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,401,0.8285123966942148,0.28653142077520877,0.1838567821599463,1.038197072209537,0.10318033398526605,0.538197072209537,0.3003022698562287,0.0,0.4056869843203459,58,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,315,0.6389452332657201,0.06734489618736508,0.028704729596447664,0.5038966909292538,0.09910146138405142,0.003896690929253821,0.009836283848652762,1.0,0.3899737044461924,59,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,320,0.6490872210953347,0.05898037468269923,0.027150560018837398,0.49606249323631735,0.09743591713128807,-0.003937506763682652,0.009509261906729283,1.0,0.38339637853592645,59,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,335,0.6795131845841785,0.10302213786035211,0.03327882074802882,0.5802398092624697,0.09650814603319703,0.08023980926246965,0.015752249241242394,1.0,0.37968079683624184,59,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,493,1.0,0.5475782448125122,0.33541718509470525,1.9378330663399144,0.10358193053636111,1.4378330663399144,2.07809314299408,0.0,0.4070350064227448,59,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.4,327,0.6632860040567952,0.09834954329468716,0.033245117739277096,0.5628170915368894,0.09706248755556504,0.06281709153688941,0.013367113479628163,1.0,0.38189575879561244,59,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.4,327,0.6632860040567952,0.09834954329468716,0.033245117739277096,0.5628170915368894,0.09706248755556504,0.06281709153688941,0.013367113479628163,1.0,0.38189575879561244,59,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,366,0.742393509127789,0.14408902260159331,0.07014361770664461,0.7962964759402857,0.0942478764536668,0.29629647594028574,0.09667426387065797,0.0,0.37067399457471684,59,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,303,0.6096579476861167,0.10522859150950724,0.03941781268189757,0.3715524570908836,0.10758411832012288,-0.12844754290911642,0.028073113794107502,1.0,0.4234188633944531,60,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,306,0.6156941649899397,0.11553685217427961,0.047304227984811646,0.375245913104323,0.1061509153029986,-0.12475408689567702,0.026831599016838514,1.0,0.4177616730882754,60,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,327,0.6579476861167002,0.13328452750161815,0.04761798916528883,0.45565865679099127,0.10526196558063122,-0.04434134320900873,0.013046236115477098,1.0,0.4141568924320032,60,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,497,1.0,0.5472860946181497,0.34997195888225185,1.7275843868346212,0.10712810439414075,1.2275843868346212,1.518439857551215,0.0,0.4209616609517375,60,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.4,317,0.6378269617706237,0.09721272446750384,0.03865527378772585,0.4238063561168953,0.10277618496694384,-0.07619364388310468,0.01636841556454483,1.0,0.40442418893806886,60,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.4,317,0.6378269617706237,0.09721272446750384,0.03865527378772585,0.4238063561168953,0.10277618496694384,-0.07619364388310468,0.01636841556454483,1.0,0.40442418893806886,60,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,371,0.7464788732394366,0.18224810842728884,0.09173031044276779,0.6691466495378569,0.09813562898869004,0.16914664953785685,0.03824119072688839,1.0,0.3859470551056745,60,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,304,0.608,0.06571816643635481,0.04473949012927562,0.5254035816011043,0.1056539323229042,0.02540358160110434,0.011808095373456787,1.0,0.41581670809455806,61,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,305,0.61,0.06550175250370974,0.040297644648608695,0.5294634130181696,0.10572569245755987,0.02946341301816957,0.012046014752309776,1.0,0.4160936420880166,61,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,324,0.648,0.07407973722959249,0.04606151631779052,0.5851864603235891,0.10316513820607266,0.08518646032358912,0.017899778763540496,1.0,0.40592089965596295,61,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,500,1.0,0.5305786345354208,0.36242692249008496,1.8804274041330937,0.10713007777850303,1.3804274041330937,1.9170566716464599,0.0,0.4209632249404438,61,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,333,0.666,0.0780893802281866,0.0531336657055733,0.6456718559747783,0.10442584883171695,0.14567185597477827,0.032125047527361145,1.0,0.41083949612903004,61,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.6,333,0.666,0.0780893802281866,0.0531336657055733,0.6456718559747783,0.10442584883171695,0.14567185597477827,0.032125047527361145,1.0,0.41083949612903004,61,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.6,333,0.666,0.0780893802281866,0.0531336657055733,0.6456718559747783,0.10442584883171695,0.14567185597477827,0.032125047527361145,1.0,0.41083949612903004,61,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,304,0.6373165618448637,0.0460791525326973,0.023598459732266912,0.5836352159963285,0.10353236123370195,0.0836352159963285,0.017713799177378274,1.0,0.4074669506657054,62,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,305,0.639412997903564,0.04583840302790117,0.020871201639200657,0.6028778796695201,0.1053976178381275,0.10287787966952011,0.02169251597124823,1.0,0.41480247283574573,62,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,319,0.6687631027253669,0.04391529553162605,0.024002479457434663,0.6378530078524354,0.10318121924830681,0.13785300785243537,0.02964981577953077,1.0,0.40600818158548385,62,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,477,1.0,0.47879994700487366,0.32118110850530873,1.7814101364003627,0.1089671085898282,1.2814101364003627,1.6538857684240238,0.0,0.42823206919617807,62,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.9,349,0.7316561844863732,0.09903966942431713,0.0683006256832806,0.7984188664665489,0.09782954128742381,0.2984188664665489,0.09862443901168771,0.0,0.3848231098859589,62,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.4,313,0.6561844863731656,0.026671816167399495,0.014526010115460604,0.6526281864413145,0.1032004683599941,0.15262818644131448,0.0339456999660868,1.0,0.4061137601478035,62,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,354,0.7421383647798742,0.10680204826625585,0.07600891365272659,0.8221085211018814,0.0971367173630882,0.3221085211018814,0.11318944122651763,0.0,0.3820789256778617,62,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,285,0.5745967741935484,0.05183909172582072,0.027053863102361325,0.5859954219097641,0.1013189558119496,0.08599542190976406,0.01766074339626212,1.0,0.3988627707094834,63,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,290,0.5846774193548387,0.08968085728239279,0.036565860360393436,0.5713827232739702,0.10199781677306692,0.07138272327397022,0.01549904780848034,1.0,0.40150551876032575,63,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,308,0.6209677419354839,0.0974221752965367,0.037361090695784686,0.6725359081449607,0.10024517787349377,0.17253590814496067,0.03981773528629471,1.0,0.3945091410732149,63,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,496,1.0,0.571861773313856,0.3873452365588239,2.064841186595102,0.10267122676632505,1.564841186595102,2.4592693200700686,0.0,0.4034502800993345,63,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,317,0.6391129032258065,0.0883739631780265,0.04820652077089372,0.7347612741739464,0.09903085572695534,0.23476127417394643,0.0649199662377879,0.0,0.38968632198303865,63,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.25,291,0.5866935483870968,0.08248497919081733,0.03289339356232814,0.5761217207511006,0.10284036956948697,0.07612172075110057,0.016370657983297197,1.0,0.4048162844889984,63,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,355,0.7157258064516129,0.14804425405192576,0.11127807066567245,0.9429969829255443,0.09597558186899968,0.44299698292554435,0.2054576391962281,0.0,0.3775080304358489,63,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,290,0.5894308943089431,0.08126644409801646,0.03601707048538819,0.4438753308860463,0.11021684501492986,-0.056124669113953696,0.015297731408195856,1.0,0.4338590073187821,64,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,296,0.6016260162601627,0.0623060879878921,0.02899436331618027,0.47420779732655727,0.10853028759294932,-0.025792202673442732,0.012444061043756234,1.0,0.42718348520589705,64,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,312,0.6341463414634146,0.08379099630525541,0.045028237995532905,0.534749943298866,0.10464893712248419,0.03474994329886605,0.012158958600140055,1.0,0.41181892052057784,64,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,492,1.0,0.5133616122451832,0.3370311640758729,1.8090076012035008,0.10553269651245063,1.3090076012035008,1.7246380500417322,0.0,0.4147028088400515,64,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,324,0.6585365853658537,0.0999678070848006,0.0542173328813804,0.5733188888994701,0.09936656467373667,0.07331888889947014,0.015249373644512738,1.0,0.3909747617215073,64,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.45,309,0.6280487804878049,0.0709412634175781,0.041716324134152695,0.5254854985078041,0.10536621703222081,0.025485498507804127,0.011751550325872346,1.0,0.4146573685517341,64,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,353,0.717479674796748,0.1333111583987424,0.08644010014520755,0.7615832310965663,0.09943584617974086,0.26158323109656634,0.07831327429640071,0.0,0.3911261737421927,64,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,294,0.593939393939394,0.04495951840752883,0.02961497595511046,0.6031960491557,0.10401593507489951,0.10319604915570002,0.021468739310851366,1.0,0.4094261615913904,65,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,299,0.604040404040404,0.06013254529885836,0.027220496441105937,0.5702269125316931,0.10146923413140944,0.07022691253169311,0.015227824718948863,1.0,0.3993740790363127,65,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,318,0.6424242424242425,0.09430034135268214,0.035617390768107125,0.6492085094783666,0.10255017845700481,0.1492085094783666,0.03277971840231936,1.0,0.40352995968106375,65,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,495,1.0,0.51873178765089,0.3648708697288037,1.941358754985483,0.10487648905999339,1.441358754985483,2.0885141385308525,0.0,0.4121179823426053,65,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,335,0.6767676767676768,0.09548911049682754,0.058130979135138205,0.7752618332494011,0.10401881459970767,0.2752618332494011,0.08658899063454947,0.0,0.4092291483829056,65,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.4,311,0.6282828282828283,0.0835467096348163,0.025086734311729485,0.6110564314802304,0.100860997532189,0.11105643148023037,0.022506471796311336,1.0,0.3969174623333636,65,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,355,0.7171717171717171,0.11741889716969758,0.08416421064913794,0.8545095194766994,0.1002675202553646,0.3545095194766994,0.13573057501776026,0.0,0.39438983698952157,65,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,298,0.5971943887775552,0.08528612401012912,0.03593119997821812,0.4388708016537519,0.10231606583066409,-0.06112919834624808,0.014205356217519727,1.0,0.4027126638721106,66,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,301,0.6032064128256514,0.07410505337110097,0.03677397978528663,0.4732462497809033,0.10050978581953336,-0.026753750219096706,0.010817980196274286,1.0,0.3955870203509332,66,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,324,0.6492985971943888,0.07099194093727794,0.049832482083353835,0.5743884969904082,0.10156118355642005,0.07438849699040817,0.01584832248987281,1.0,0.39960986546635313,66,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,499,1.0,0.5038494548508651,0.33441431867929655,1.8560860038640017,0.1048670071861472,1.3560860038640017,1.8499663390720167,0.0,0.41207259409146824,66,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.5,324,0.6492985971943888,0.07099194093727794,0.049832482083353835,0.5743884969904082,0.10156118355642005,0.07438849699040817,0.01584832248987281,1.0,0.39960986546635313,66,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,324,0.6492985971943888,0.07099194093727794,0.049832482083353835,0.5743884969904082,0.10156118355642005,0.07438849699040817,0.01584832248987281,1.0,0.39960986546635313,66,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,413,0.8276553106212425,0.24189810021639852,0.15394177440363196,1.0938168917487991,0.09434286819534067,0.5938168917487991,0.3615190777055285,0.0,0.3709068332158689,66,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,270,0.5636743215031316,0.10365376555022668,0.04804550540559022,0.46889469814867896,0.11218096261411413,-0.031105301851321043,0.013552108176291067,1.0,0.44172868854171915,67,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,272,0.5678496868475992,0.12502205109085243,0.054512579781576344,0.498177312794859,0.11335590405129685,-0.0018226872051410048,0.012852883171934603,1.0,0.44634030362026555,67,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,293,0.6116910229645094,0.1092073586752806,0.05415139035539692,0.6349398721501512,0.10627713086952627,0.13493987215015124,0.029503597641757577,1.0,0.41833259267975437,67,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,479,1.0,0.5915575247155059,0.41938308743861946,2.0587245184686336,0.11026003953743256,1.5587245184686336,2.44177940079407,0.0,0.43330856356214387,67,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.1,270,0.5636743215031316,0.10365376555022668,0.04804550540559022,0.46889469814867896,0.11218096261411413,-0.031105301851321043,0.013552108176291067,1.0,0.44172868854171915,67,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.8,326,0.6805845511482255,0.13513395852737206,0.08999830490411292,0.7976186273688215,0.10513066245871183,0.2976186273688215,0.09962930354590903,0.0,0.41364501811001997,67,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,326,0.6805845511482255,0.13513395852737206,0.08999830490411292,0.7976186273688215,0.10513066245871183,0.2976186273688215,0.09962930354590903,0.0,0.41364501811001997,67,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,311,0.6308316430020284,0.03938020876958527,0.025795131377448766,0.6053856273531627,0.08710548399187565,0.1053856273531627,0.018693495794078578,1.0,0.3427855019016721,68,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,315,0.6389452332657201,0.057116877211010615,0.026022614184078974,0.6070808694910728,0.09110897342516057,0.10708086949107276,0.01976715764955077,1.0,0.3585225018752094,68,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,331,0.6713995943204868,0.06647925646719685,0.035714002933675375,0.681581688451441,0.0880447864697039,0.18158168845144096,0.04072379400537192,0.0,0.346399652732831,68,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,493,1.0,0.5251215773766865,0.31772527920840027,2.012499881022281,0.10269233827992896,1.512499881022281,2.2982016064338135,0.0,0.40353926939664864,68,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,339,0.6876267748478702,0.0709516896577208,0.03758558649706429,0.7264152272022378,0.08591666392025397,0.22641522720223783,0.05864552824822685,0.0,0.33799741207856027,68,1,1000,0.5,medium,0.6,strong,1.0
