method,caliper,n_matched,retention,max_smd,mean_smd,att,se,bias,mse,coverage,ci_width,replication,scenario_id,n,treatment_prevalence,overlap_name,overlap_level,confounding_name,confounding_strength
No Caliper,inf,499,1.0,0.5430386340364382,0.3604485640568727,2.0220896880597103,0.11128667721740086,1.5220896880597103,2.3291417430237966,0.0,0.43729854602785,16,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,336,0.6733466933867736,0.07603004237392057,0.04637973471392371,0.6365334266350933,0.09906967505435046,0.13653342663509327,0.02845617710409499,1.0,0.3897540922164268,16,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.6,329,0.6593186372745491,0.05443663312003252,0.036703429918058694,0.6274022165233615,0.09757710361550584,0.12740221652336148,0.025752615925056642,1.0,0.38391181118093676,16,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,364,0.7294589178356713,0.11787769505885652,0.09382510648779809,0.7869424350231605,0.0973581511045179,0.2869424350231605,0.09181457060351084,0.0,0.3829136273492255,16,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,275,0.5589430894308943,0.07995226571657081,0.03245054719740451,0.5409006548509548,0.10802248694995847,0.04090065485095484,0.013341721254090885,1.0,0.4253190180539581,17,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,278,0.5650406504065041,0.0934742117905417,0.0355825988117649,0.5567748748047675,0.10593078430313826,0.056774874804767506,0.014444717472175028,1.0,0.4170632786382138,17,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,298,0.6056910569105691,0.09356855441550921,0.0543740714917939,0.5958131384162771,0.10091738555446031,0.09581313841627714,0.019364476200324277,1.0,0.3972075043904353,17,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,492,1.0,0.5967490834979852,0.38607586500251706,2.0338541515915365,0.10841933720510095,1.5338541515915365,2.3644633110345854,0.0,0.4260461938090201,17,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.5,298,0.6056910569105691,0.09356855441550921,0.0543740714917939,0.5958131384162771,0.10091738555446031,0.09581313841627714,0.019364476200324277,1.0,0.3972075043904353,17,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.8,328,0.6666666666666666,0.15139760569582533,0.07278905806363094,0.7608727279166386,0.09939502903027374,0.2608727279166386,0.07793395196659753,0.0,0.39106876881368957,17,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,347,0.7052845528455285,0.16312870371775096,0.09240016697471774,0.85834074013989,0.099431265248548,0.35834074013989003,0.1382946625529313,0.0,0.3911315546900356,17,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,289,0.5803212851405622,0.03289268771920085,0.017119959516563768,0.6102676647837176,0.1098985529589002,0.11026766478371763,0.024236649839314513,1.0,0.4326123949261491,18,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,294,0.5903614457831325,0.034076109233864546,0.02159525279836855,0.6422155610719644,0.10735015189801933,0.14221556107196442,0.03174932092354147,1.0,0.42255026219021113,18,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,316,0.6345381526104418,0.08658999051749534,0.04571213821419007,0.7472618112140168,0.10586982173280976,0.2472618112140168,0.072346822438573,0.0,0.4166027311103806,18,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,498,1.0,0.5411806128555179,0.37388564749627995,1.9490236128119918,0.1071627598818047,1.4490236128119918,2.1111532875922023,0.0,0.4210957678229823,18,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,335,0.6726907630522089,0.09922725483784829,0.056702041582921144,0.7994252247132554,0.10097162417947413,0.2994252247132554,0.09985073408402445,0.0,0.39724094081265493,18,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.2,294,0.5903614457831325,0.034076109233864546,0.02159525279836855,0.6422155610719644,0.10735015189801933,0.14221556107196442,0.03174932092354147,1.0,0.42255026219021113,18,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,360,0.7228915662650602,0.14645905623046349,0.10186934763039958,0.9285021825384752,0.09527789344870817,0.42850218253847516,0.19269199742026008,0.0,0.37474585531911364,18,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,305,0.6301652892561983,0.10505408389152837,0.03600424852524572,0.6853633622763314,0.10599353154047644,0.18536336227633143,0.045594204802808465,1.0,0.41714774858676584,19,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,307,0.6342975206611571,0.08480890041806792,0.03501406548254999,0.7188058479620902,0.10547496616602015,0.21880584796209024,0.059000967590132444,0.0,0.4150960411410991,19,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,325,0.6714876033057852,0.09611075327017274,0.04418559723611757,0.7442636544005649,0.10983624205060273,0.24426365440056486,0.07172873292891718,0.0,0.4321644835631959,19,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,484,1.0,0.49386688004531953,0.35303616552410017,1.8656369665011387,0.10869430460589885,1.3656369665011387,1.8767787761281922,0.0,0.4271441914500149,19,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,333,0.6880165289256198,0.09607350467213463,0.052902031675630644,0.7755539708429056,0.10760882295877544,0.27555397084290556,0.08750964962586592,0.0,0.423362176108963,19,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.8,351,0.7252066115702479,0.12629822115856354,0.06336904998031935,0.8511934493409419,0.10560340585564267,0.3511934493409419,0.1344889181883003,0.0,0.41539416564016884,19,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,410,0.8471074380165289,0.213397682501193,0.15908829344452233,1.1250034184009994,0.09787419424046659,0.6250034184009994,0.40020863091115527,0.0,0.38479847634528674,19,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,302,0.622680412371134,0.04707022075555622,0.021059715099940476,0.6492576080436442,0.12069270152061541,0.14925760804364419,0.03684456175925448,1.0,0.47501666963977685,20,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,306,0.6309278350515464,0.06738850124358722,0.027049079726778228,0.6721632160209651,0.12037544185926465,0.17216321602096507,0.04413041995349469,1.0,0.47374293331643313,20,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,321,0.6618556701030928,0.07009511516601678,0.03716790233810751,0.7451583994758264,0.1210517299885851,0.2451583994758264,0.07475616216677819,0.0,0.47631555132066805,20,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,485,1.0,0.45333999712709533,0.374337529701807,1.9008628143365405,0.11636583739341827,1.4008628143365405,1.9759576327031643,0.0,0.4572892179972401,20,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,327,0.6742268041237114,0.09836767763845684,0.04184730148284443,0.7619699917067305,0.11757160816051573,0.2619699917067305,0.0824513596002743,0.0,0.46258961254806885,20,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.6,327,0.6742268041237114,0.09836767763845684,0.04184730148284443,0.7619699917067305,0.11757160816051573,0.2619699917067305,0.0824513596002743,0.0,0.46258961254806885,20,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,348,0.7175257731958763,0.10923792757407091,0.07337953524265595,0.8240319869675702,0.10952966698231012,0.3240319869675702,0.11699347652740734,0.0,0.43085115618023495,20,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,322,0.6491935483870968,0.03721634710380846,0.024260664448794877,0.4359874899394577,0.10400699517619466,-0.06401251006054232,0.014915056489832011,1.0,0.4092429194216731,21,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,325,0.655241935483871,0.03897252564994643,0.02581919423645362,0.45600848246070147,0.10356480403060929,-0.04399151753929853,0.012660922249308915,1.0,0.4074887233358897,21,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,337,0.6794354838709677,0.06195257557339898,0.041732515946367614,0.5357821967831683,0.10231176758246839,0.035782196783168296,0.011748063392478409,1.0,0.40250459878968203,21,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,496,1.0,0.44829974602841915,0.3238954188835132,1.7402077276052543,0.10724941878085305,1.2402077276052543,1.5496176454406196,0.0,0.4214404503620677,21,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,351,0.7076612903225806,0.08979491238981634,0.03863973138437939,0.5743453629893122,0.10158417995720155,0.07434536298931216,0.015846578615589697,1.0,0.3995844199688545,21,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.45,335,0.6754032258064516,0.051877473343826634,0.0358747785371429,0.5072551664285299,0.10186409585283245,0.007255166428529858,0.010428931463820703,1.0,0.40075208852424704,21,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,369,0.7439516129032258,0.12865740160571806,0.06752795214580531,0.7012962809035531,0.09611093388051321,0.20129628090355312,0.04975750431698654,0.0,0.3779910909784949,21,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,318,0.6450304259634888,0.01886605310026857,0.00970949826759405,0.5545560814681868,0.10175092621665772,0.0545560814681868,0.013329617011111159,1.0,0.40038494102605005,22,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,319,0.6470588235294118,0.03757424287647084,0.011541257535868899,0.5495098582957616,0.09928892152867165,0.0495098582957616,0.012309516006793109,1.0,0.3906923641251825,22,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,336,0.6815415821501014,0.037846886382674264,0.030692739828780968,0.6430464235124501,0.09916152027180572,0.14304642351245012,0.03029528638231898,1.0,0.39011542427221535,22,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,493,1.0,0.499791774037766,0.3608576566935462,1.8494621607167006,0.10956003568962891,1.3494621607167006,1.833051524626499,0.0,0.4305265368166684,22,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.9,366,0.742393509127789,0.09998952585539876,0.08094943905723706,0.7923230618844542,0.09369575742926727,0.2923230618844542,0.09423166746974654,0.0,0.3685025274610201,22,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.35,327,0.6632860040567952,0.02231949449712427,0.014228800071978446,0.5878778545424383,0.099729170875654,0.08787785454243835,0.017668424842527345,1.0,0.39238791777113824,22,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,375,0.7606490872210954,0.11502571861722416,0.0958471834848655,0.829098342638474,0.09393959367211055,0.32909834263847404,0.11713036638667168,0.0,0.3694319532434671,22,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,323,0.6771488469601677,0.07446323424880187,0.028451483850759875,0.5067849451202049,0.09084342210101103,0.006784945120204888,0.008298562819306651,1.0,0.3574431727810323,23,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,324,0.6792452830188679,0.06803855288360228,0.02677280142461391,0.5098560956025363,0.09027320714248746,0.009856095602536308,0.008246394548316783,1.0,0.3551953895986797,23,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,336,0.7044025157232704,0.0954094708387021,0.03822319185612992,0.6029912251183808,0.08903713101454779,0.10299122511838077,0.018534803150686733,1.0,0.3502846471747485,23,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,477,1.0,0.5223916993900333,0.33955413708999554,1.8854696028799387,0.10479742529867506,1.3854696028799387,1.9305085208535264,0.0,0.4118455455307246,23,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,348,0.7295597484276729,0.09785605113283925,0.050115275959600115,0.7044914372453323,0.09137015345751216,0.20449143724533225,0.05016525284951098,0.0,0.35941802200396245,23,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,336,0.7044025157232704,0.0954094708387021,0.03822319185612992,0.6029912251183808,0.08903713101454779,0.10299122511838077,0.018534803150686733,1.0,0.3502846471747485,23,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,408,0.8553459119496856,0.2380588249048154,0.15273541062975635,1.0921164522583202,0.09021399892352104,0.5921164522583202,0.3587404586367527,0.0,0.3546871151361245,23,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,298,0.6094069529652352,0.04700961937099502,0.021234385050229173,0.2899013650092318,0.11033748811212331,-0.2100986349907682,0.056315797707877,1.0,0.43428471767210547,24,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,305,0.623721881390593,0.05247260036062732,0.028056499822324336,0.3169552075487828,0.11029138915159219,-0.1830447924512172,0.04566958656449712,1.0,0.43406238101920613,24,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,323,0.6605316973415133,0.05571523461399553,0.03247914683643815,0.3774891665055899,0.10818829909566681,-0.12251083349441011,0.026713612384708537,1.0,0.4256903581146361,24,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,489,1.0,0.576723627769519,0.3742705716682961,1.7883607388776521,0.11484869278798822,1.2883607388776521,1.6730636157164793,0.0,0.45131793809967347,24,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.8,347,0.7096114519427403,0.09218447531878757,0.06883201491843481,0.5617323965439134,0.10841361351397466,0.06173239654391338,0.015564400378212438,1.0,0.4264653084448686,24,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.45,321,0.656441717791411,0.04982289974420865,0.029828152885855483,0.3517012311513178,0.10421078140043423,-0.1482987688486822,0.03285241180212396,1.0,0.4100496192907455,24,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,366,0.7484662576687117,0.13387165016306363,0.09708808933199421,0.6509202985290855,0.10343405240587143,0.1509202985290855,0.03347553970520885,1.0,0.4068029415939513,24,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,297,0.6161825726141079,0.05593518541373179,0.026097544539829775,0.5183449040228247,0.09930081544188703,0.018344904022824737,0.01019718745103036,1.0,0.39085014008824337,25,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,304,0.6307053941908713,0.02480948893438345,0.01813534864058147,0.49758039818105454,0.09641926618234052,-0.0024196018189454604,0.009302529364103277,1.0,0.3794723109623651,25,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,324,0.6721991701244814,0.06615529419784083,0.03318749856889599,0.6173926898765612,0.0955546449194644,0.11739268987656115,0.022911733802139386,1.0,0.3759761107917743,25,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,482,1.0,0.46577907596109946,0.3198653974432209,1.758223646658396,0.09930333197026155,1.258223646658396,1.5929878967507483,0.0,0.39024385538166584,25,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.8,340,0.7053941908713693,0.07838778803162548,0.05552168160387724,0.705525098198976,0.09196073997461798,0.20552509819897602,0.05069734368637804,0.0,0.36177106091788414,25,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.25,307,0.6369294605809128,0.03502761397805496,0.024336227577097597,0.49176538204466336,0.0970348925812469,-0.008234617955336643,0.009483579311124478,1.0,0.3818801866181933,25,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,355,0.7365145228215768,0.10941752694846195,0.08184948224182936,0.7909289589103908,0.09530597284619738,0.29092895891039083,0.093722887592844,0.0,0.37487420651483094,25,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,301,0.6390658174097664,0.0997340645985873,0.05418641285930934,0.44685013227580217,0.10243182527673313,-0.05314986772419783,0.01331718726862291,1.0,0.4031517948221053,26,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,305,0.6475583864118896,0.06556104417310854,0.04411218868221264,0.4763491399896361,0.10245445579336811,-0.023650860010363928,0.01105627869114505,1.0,0.4032193752367327,26,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,326,0.692144373673036,0.0833645984409106,0.03474547736464567,0.5391769605680684,0.0981738889185399,0.03917696056806841,0.011172946704741797,1.0,0.3862730350014585,26,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,471,1.0,0.4114096387350016,0.26603071143257134,1.544076181705678,0.09646144885458077,1.044076181705678,1.0993998843202328,0.0,0.37909815734138386,26,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,342,0.7261146496815286,0.09519873801231965,0.05063128764913799,0.6413673608434548,0.09599955445216289,0.1413673608434548,0.029200645166857345,1.0,0.3776517120945295,26,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,326,0.692144373673036,0.0833645984409106,0.03474547736464567,0.5391769605680684,0.0981738889185399,0.03917696056806841,0.011172946704741797,1.0,0.3862730350014585,26,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.7,342,0.7261146496815286,0.09519873801231965,0.05063128764913799,0.6413673608434548,0.09599955445216289,0.1413673608434548,0.029200645166857345,1.0,0.3776517120945295,26,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,294,0.5951417004048583,0.05439462300269261,0.02794584830604328,0.47195359596679354,0.10659437487590545,-0.028046404033206462,0.012148961534378923,1.0,0.41957538257238886,27,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,298,0.6032388663967612,0.04024163937038501,0.020490716079171585,0.5046681171754366,0.10599655179034057,0.004668117175436581,0.011257060309405955,1.0,0.4171989353401542,27,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,316,0.6396761133603239,0.07600742185035561,0.03149127706981876,0.5722981430188777,0.10327408100017814,0.07229814301887771,0.01589255729040945,1.0,0.4063883691631396,27,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,494,1.0,0.5624840363797279,0.36040592675513555,1.8119242159837894,0.11111493942353008,1.3119242159837894,1.7334916782477752,0.0,0.43663449429995804,27,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,331,0.6700404858299596,0.09538389830537727,0.052178767648589176,0.6555382877477165,0.09886419841818662,0.1555382877477165,0.03396628868436203,1.0,0.38896708564968496,27,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.25,300,0.6072874493927125,0.04665990485156679,0.019822624788273135,0.4922622319514008,0.10633272801478476,-0.007737768048599214,0.011366522101440114,1.0,0.4185106605059704,27,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,340,0.6882591093117408,0.1145931929559112,0.06553910501044795,0.6919994032625548,0.10036046147331952,0.19199940326255482,0.046935993080314806,1.0,0.3948153378434367,27,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,289,0.5946502057613169,0.07607705243510564,0.03585281345137789,0.5859248534023893,0.11499918005316047,0.08592485340238931,0.020607891845121316,1.0,0.45269086223498034,28,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,294,0.6049382716049383,0.08839638826373314,0.04090778474513174,0.6140021860454355,0.11079321707981413,0.11400218604543555,0.025271635374032916,1.0,0.4361028102731191,28,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,317,0.6522633744855967,0.07044999070875833,0.03836968423633596,0.6670003373318651,0.10801000691549958,0.16700033733186515,0.03955527426284302,1.0,0.42501927326885736,28,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,486,1.0,0.4752778429009493,0.3806773094233471,1.8820955907767347,0.10691217011800189,1.3820955907767347,1.921618434163832,0.0,0.4201364512947423,28,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,327,0.6728395061728395,0.08887574691118696,0.047186873602852876,0.7035165452988199,0.10643013913096734,0.2035165452988199,0.052746358725803674,1.0,0.4187531122038815,28,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.9,357,0.7345679012345679,0.13585075564170943,0.09204730571762747,0.8944861623885899,0.10205564492450572,0.3944861623885899,0.16603468697703372,0.0,0.40141546720426313,28,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,357,0.7345679012345679,0.13585075564170943,0.09204730571762747,0.8944861623885899,0.10205564492450572,0.3944861623885899,0.16603468697703372,0.0,0.40141546720426313,28,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,322,0.6639175257731958,0.07450605456409222,0.023796274489255222,0.3605498908992802,0.10001799269429276,-0.1394501091007198,0.02944993179079826,1.0,0.39354713839744176,29,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,322,0.6639175257731958,0.06829655643407698,0.023184832271318023,0.3739049902834522,0.09959335476726298,-0.1260950097165478,0.02581878778921419,1.0,0.39187628861795887,29,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,337,0.6948453608247422,0.09495548961424327,0.03780674704815091,0.40474624543245213,0.0975358746131056,-0.09525375456754787,0.018586524595758103,1.0,0.38371576414320463,29,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,485,1.0,0.5127564176056649,0.3044972482208849,1.628804544097805,0.10760035303692059,1.128804544097805,1.2857775347495233,0.0,0.42284301302388405,29,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.9,364,0.7505154639175258,0.09626978968161178,0.07178612805432119,0.5881378929523675,0.09450006716728325,0.08813789295236751,0.016698550868704042,1.0,0.3716726652391276,29,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.45,335,0.6907216494845361,0.08954823727604992,0.0319638837066796,0.41526583027825387,0.09832787217038189,-0.08473416972174613,0.016848249963988638,1.0,0.38683993415458195,29,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,374,0.7711340206185567,0.1070601361680038,0.08449392242115394,0.6447409463104715,0.09800028096570651,0.14474094631047152,0.03055399660820822,1.0,0.38540458721737436,29,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,304,0.6153846153846154,0.09873245664356307,0.03304238845498455,0.5844314039945326,0.10098569078267712,0.08443140399453264,0.01732677172334246,1.0,0.3974441517005856,30,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,311,0.6295546558704453,0.07717121845886006,0.034965916974053234,0.5898124741364934,0.09933974172486269,0.0898124741364934,0.017934664796480725,1.0,0.39093087674153315,30,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,327,0.6619433198380567,0.07646655249154165,0.03980179370492585,0.691084755810013,0.09778160991802412,0.19108475581001305,0.04607462714113295,1.0,0.3847251709320054,30,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,494,1.0,0.571844191105702,0.3624169167792017,2.05248548072492,0.1061587756151945,1.5524854807249202,2.4214808535018038,0.0,0.41715887662561557,30,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,334,0.6761133603238867,0.09783156482146232,0.043593465195619165,0.7250609867824878,0.09712842189811441,0.22506098678248776,0.06008637811192524,0.0,0.3821252491919491,30,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.45,325,0.6578947368421053,0.06466561545897492,0.03623473538315224,0.6738814037007614,0.10038711540145628,0.17388140370076144,0.04031231549157247,1.0,0.3949857084866575,30,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,353,0.7145748987854251,0.1305447920535642,0.061556082332322425,0.8565855467800354,0.09089434501706803,0.3565855467800354,0.13541503412849862,0.0,0.3575285849839913,30,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,304,0.6178861788617886,0.0641026316615259,0.029060204043907908,0.5614108089990875,0.10912639680946287,0.06141080899908746,0.01567985794253875,1.0,0.4294831066850349,31,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,309,0.6280487804878049,0.05816511620660788,0.025522572543307556,0.5350855710596892,0.10859030903580778,0.035085571059689236,0.01302285251307674,1.0,0.427345434459683,31,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,323,0.6565040650406504,0.065172883167706,0.02831927242037427,0.6636641729174547,0.108146351325826,0.16366417291745472,0.03848159480184351,1.0,0.4255253055043731,31,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,492,1.0,0.5885882189822562,0.35706244614637767,1.8411251906911148,0.10785254895346984,1.3411251906911148,1.8102489494220397,0.0,0.42381893450705377,31,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,336,0.6829268292682927,0.08728640504012156,0.047257208395590534,0.677425843915038,0.10914064253780731,0.17742584391503802,0.043391609942528865,1.0,0.42937470051157334,31,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,323,0.6565040650406504,0.065172883167706,0.02831927242037427,0.6636641729174547,0.108146351325826,0.16366417291745472,0.03848159480184351,1.0,0.4255253055043731,31,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,346,0.7032520325203252,0.10338390664657235,0.06530320296410874,0.7461232909686273,0.10722063932094471,0.24612329096862728,0.07207293985361969,0.0,0.4217768115350624,31,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,305,0.6149193548387096,0.04591848052945072,0.021135362238091763,0.4785016337579963,0.1054252858010411,-0.021498366242003686,0.011576670637306523,1.0,0.41491136276770335,32,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,307,0.6189516129032258,0.05215002680795401,0.016739077939819158,0.4785133044812742,0.10368114886412307,-0.021486695518725785,0.011211458714098878,1.0,0.40803648485381994,32,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,329,0.6633064516129032,0.06558049369833309,0.028541048823515883,0.5959998577095112,0.10023050849117794,0.09599985770951125,0.0192621275126465,1.0,0.3943514884604511,32,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,496,1.0,0.456985530694927,0.3199938275062397,1.756451087994573,0.10196617469966911,1.256451087994573,1.5890664373056294,0.0,0.40067975263281896,32,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.8,359,0.7237903225806451,0.09830680741465089,0.07333906054534416,0.7436073780216409,0.09930667248634764,0.2436073780216409,0.06920636982688937,0.0,0.39059549063308663,32,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,329,0.6633064516129032,0.06558049369833309,0.028541048823515883,0.5959998577095112,0.10023050849117794,0.09599985770951125,0.0192621275126465,1.0,0.3943514884604511,32,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,359,0.7237903225806451,0.09830680741465089,0.07333906054534416,0.7436073780216409,0.09930667248634764,0.2436073780216409,0.06920636982688937,0.0,0.39059549063308663,32,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,302,0.604,0.03309292988335842,0.00818915876634131,0.4343622653174078,0.09908990447404825,-0.06563773468259221,0.014127121382938377,1.0,0.38999339500364194,33,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,307,0.614,0.058606349277240184,0.023552033452093984,0.44977714668420266,0.09907707815665953,-0.050222853315797344,0.012338602411240917,1.0,0.38991719462533436,33,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,321,0.642,0.051918136371514045,0.03691615798972199,0.5734987371245371,0.09626292753673699,0.07349873712453714,0.01466861557684489,1.0,0.37877632484662627,33,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,500,1.0,0.5942180219083228,0.39684449488056,2.025102259839659,0.10881020653681422,1.525102259839659,2.3377765640146193,0.0,0.42756522164463906,33,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,333,0.666,0.0913147921525254,0.05768587391184029,0.6552555282322993,0.09948344471350808,0.15525552823229927,0.034001234818755895,1.0,0.39139474331822743,33,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.6,327,0.654,0.058428544250212315,0.04448855369230267,0.60189298415276,0.09797856402782093,0.10189298415276005,0.019981979228508417,1.0,0.3855000937791631,33,1,1000,0.5,medium,0.6,strong,1.0
